Year,Country,CountryCode,Variable,VariableCode,UnconsolidatedVariableCode,UnconsolidatedVariableName,ActivityCode,Activity,ActivityCombination,Value,UnitType,ValueUSD,Metadata
2002,United States of America,840,Output,14,14,Output (valuation not defined),2927,Weapons and ammunition,2927,6.48269580078E9,M,6.48269580078E9,
2003,United States of America,840,Output,14,14,Output (valuation not defined),2927,Weapons and ammunition,2927,7.437E9,M,7.437E9,
2004,United States of America,840,Output,14,14,Output (valuation not defined),2927,Weapons and ammunition,2927,7.90458300781E9,M,7.90458300781E9,
2005,United States of America,840,Output,14,14,Output (valuation not defined),2927,Weapons and ammunition,2927,8.914E9,M,8.914E9,
1998,United States of America,840,Output,14,14,Output (valuation not defined),2929,Other special purpose machinery,2929,4.482840234375E10,M,4.482840234375E10,
1999,United States of America,840,Output,14,14,Output (valuation not defined),2929,Other special purpose machinery,2929,4.66920859375E10,M,4.66920859375E10,
2000,United States of America,840,Output,14,14,Output (valuation not defined),2929,Other special purpose machinery,2929,5.775863671875E10,M,5.775863671875E10,
2001,United States of America,840,Output,14,14,Output (valuation not defined),2929,Other special purpose machinery,2929,4.6493328125E10,M,4.6493328125E10,
2002,United States of America,840,Output,14,14,Output (valuation not defined),2929,Other special purpose machinery,2929,4.2484546875E10,M,4.2484546875E10,
2003,United States of America,840,Output,14,14,Output (valuation not defined),2929,Other special purpose machinery,2929,4.128464453125E10,M,4.128464453125E10,
2004,United States of America,840,Output,14,14,Output (valuation not defined),2929,Other special purpose machinery,2929,5.096488671875E10,M,5.096488671875E10,
2005,United States of America,840,Output,14,14,Output (valuation not defined),2929,Other special purpose machinery,2929,5.2361E10,M,5.2361E10,
1998,United States of America,840,Output,14,14,Output (valuation not defined),2930,Domestic appliances n.e.c.,2930,2.247187695313E10,M,2.247187695313E10,
1999,United States of America,840,Output,14,14,Output (valuation not defined),2930,Domestic appliances n.e.c.,2930,2.29363203125E10,M,2.29363203125E10,
2000,United States of America,840,Output,14,14,Output (valuation not defined),2930,Domestic appliances n.e.c.,2930,2.341496484375E10,M,2.341496484375E10,
2001,United States of America,840,Output,14,14,Output (valuation not defined),2930,Domestic appliances n.e.c.,2930,2.229889648438E10,M,2.229889648438E10,
2002,United States of America,840,Output,14,14,Output (valuation not defined),2930,Domestic appliances n.e.c.,2930,2.282318359375E10,M,2.282318359375E10,
2003,United States of America,840,Output,14,14,Output (valuation not defined),2930,Domestic appliances n.e.c.,2930,2.381321484375E10,M,2.381321484375E10,
2004,United States of America,840,Output,14,14,Output (valuation not defined),2930,Domestic appliances n.e.c.,2930,2.350106640625E10,M,2.350106640625E10,
2005,United States of America,840,Output,14,14,Output (valuation not defined),2930,Domestic appliances n.e.c.,2930,2.462E10,M,2.462E10,
1998,United States of America,840,Output,14,14,Output (valuation not defined),3000,"Office, accounting and computing machinery",3000,1.1754628125E11,M,1.1754628125E11,
1999,United States of America,840,Output,14,14,Output (valuation not defined),3000,"Office, accounting and computing machinery",3000,1.155090234375E11,M,1.155090234375E11,
2000,United States of America,840,Output,14,14,Output (valuation not defined),3000,"Office, accounting and computing machinery",3000,1.129526796875E11,M,1.129526796875E11,
2001,United States of America,840,Output,14,14,Output (valuation not defined),3000,"Office, accounting and computing machinery",3000,9.25999296875E10,M,9.25999296875E10,
2002,United States of America,840,Output,14,14,Output (valuation not defined),3000,"Office, accounting and computing machinery",3000,7.7083421875E10,M,7.7083421875E10,
2003,United States of America,840,Output,14,14,Output (valuation not defined),3000,"Office, accounting and computing machinery",3000,7.07222578125E10,M,7.07222578125E10,
2004,United States of America,840,Output,14,14,Output (valuation not defined),3000,"Office, accounting and computing machinery",3000,6.70677109375E10,M,6.70677109375E10,
2005,United States of America,840,Output,14,14,Output (valuation not defined),3000,"Office, accounting and computing machinery",3000,7.0681E10,M,7.0681E10,
1998,United States of America,840,Output,14,14,Output (valuation not defined),3110,"Electric motors, generators and transformers",3110,1.788159375E10,M,1.788159375E10,
1999,United States of America,840,Output,14,14,Output (valuation not defined),3110,"Electric motors, generators and transformers",3110,1.822395117188E10,M,1.822395117188E10,
2000,United States of America,840,Output,14,14,Output (valuation not defined),3110,"Electric motors, generators and transformers",3110,1.696930273438E10,M,1.696930273438E10,
2001,United States of America,840,Output,14,14,Output (valuation not defined),3110,"Electric motors, generators and transformers",3110,1.565890136719E10,M,1.565890136719E10,
2002,United States of America,840,Output,14,14,Output (valuation not defined),3110,"Electric motors, generators and transformers",3110,1.499069433594E10,M,1.499069433594E10,
2003,United States of America,840,Output,14,14,Output (valuation not defined),3110,"Electric motors, generators and transformers",3110,1.483325585938E10,M,1.483325585938E10,
2004,United States of America,840,Output,14,14,Output (valuation not defined),3110,"Electric motors, generators and transformers",3110,1.518323144531E10,M,1.518323144531E10,
2005,United States of America,840,Output,14,14,Output (valuation not defined),3110,"Electric motors, generators and transformers",3110,1.6974E10,M,1.6974E10,
1998,United States of America,840,Output,14,14,Output (valuation not defined),3120,Electricity distribution & control apparatus,3120,3.181146289063E10,M,3.181146289063E10,
1999,United States of America,840,Output,14,14,Output (valuation not defined),3120,Electricity distribution & control apparatus,3120,3.204420117188E10,M,3.204420117188E10,
2000,United States of America,840,Output,14,14,Output (valuation not defined),3120,Electricity distribution & control apparatus,3120,3.5081E10,M,3.5081E10,
2001,United States of America,840,Output,14,14,Output (valuation not defined),3120,Electricity distribution & control apparatus,3120,3.117337109375E10,M,3.117337109375E10,
2002,United States of America,840,Output,14,14,Output (valuation not defined),3120,Electricity distribution & control apparatus,3120,2.86744765625E10,M,2.86744765625E10,
2003,United States of America,840,Output,14,14,Output (valuation not defined),3120,Electricity distribution & control apparatus,3120,2.728180273438E10,M,2.728180273438E10,
2004,United States of America,840,Output,14,14,Output (valuation not defined),3120,Electricity distribution & control apparatus,3120,3.212742773438E10,M,3.212742773438E10,
2005,United States of America,840,Output,14,14,Output (valuation not defined),3120,Electricity distribution & control apparatus,3120,3.3476E10,M,3.3476E10,
1998,United States of America,840,Output,14,14,Output (valuation not defined),3130,Insulated wire and cable,3130,1.526996289063E10,M,1.526996289063E10,
1999,United States of America,840,Output,14,14,Output (valuation not defined),3130,Insulated wire and cable,3130,1.731201757813E10,M,1.731201757813E10,
2000,United States of America,840,Output,14,14,Output (valuation not defined),3130,Insulated wire and cable,3130,2.026997265625E10,M,2.026997265625E10,
2001,United States of America,840,Output,14,14,Output (valuation not defined),3130,Insulated wire and cable,3130,1.688526953125E10,M,1.688526953125E10,
2002,United States of America,840,Output,14,14,Output (valuation not defined),3130,Insulated wire and cable,3130,1.165958398438E10,M,1.165958398438E10,
2003,United States of America,840,Output,14,14,Output (valuation not defined),3130,Insulated wire and cable,3130,1.04184921875E10,M,1.04184921875E10,
2004,United States of America,840,Output,14,14,Output (valuation not defined),3130,Insulated wire and cable,3130,1.153362402344E10,M,1.153362402344E10,
2005,United States of America,840,Output,14,14,Output (valuation not defined),3130,Insulated wire and cable,3130,1.2855E10,M,1.2855E10,
1998,United States of America,840,Output,14,14,Output (valuation not defined),3140,"Accumulators, primary cells and batteries",3140,6.88649121094E9,M,6.88649121094E9,
1999,United States of America,840,Output,14,14,Output (valuation not defined),3140,"Accumulators, primary cells and batteries",3140,7.65674023438E9,M,7.65674023438E9,
2000,United States of America,840,Output,14,14,Output (valuation not defined),3140,"Accumulators, primary cells and batteries",3140,7.81574609375E9,M,7.81574609375E9,
2001,United States of America,840,Output,14,14,Output (valuation not defined),3140,"Accumulators, primary cells and batteries",3140,6.88586376953E9,M,6.88586376953E9,
2002,United States of America,840,Output,14,14,Output (valuation not defined),3140,"Accumulators, primary cells and batteries",3140,6.33692822266E9,M,6.33692822266E9,
2003,United States of America,840,Output,14,14,Output (valuation not defined),3140,"Accumulators, primary cells and batteries",3140,6.17571386719E9,M,6.17571386719E9,
2004,United States of America,840,Output,14,14,Output (valuation not defined),3140,"Accumulators, primary cells and batteries",3140,5.96114599609E9,M,5.96114599609E9,
2005,United States of America,840,Output,14,14,Output (valuation not defined),3140,"Accumulators, primary cells and batteries",3140,6.662E9,M,6.662E9,
1998,United States of America,840,Output,14,14,Output (valuation not defined),3150,Lighting equipment and electric lamps,3150,1.348009082031E10,M,1.348009082031E10,
1999,United States of America,840,Output,14,14,Output (valuation not defined),3150,Lighting equipment and electric lamps,3150,1.357788378906E10,M,1.357788378906E10,
2000,United States of America,840,Output,14,14,Output (valuation not defined),3150,Lighting equipment and electric lamps,3150,1.3129296875E10,M,1.3129296875E10,
2001,United States of America,840,Output,14,14,Output (valuation not defined),3150,Lighting equipment and electric lamps,3150,1.249816796875E10,M,1.249816796875E10,
2002,United States of America,840,Output,14,14,Output (valuation not defined),3150,Lighting equipment and electric lamps,3150,1.247236816406E10,M,1.247236816406E10,
2003,United States of America,840,Output,14,14,Output (valuation not defined),3150,Lighting equipment and electric lamps,3150,1.189733203125E10,M,1.189733203125E10,
2004,United States of America,840,Output,14,14,Output (valuation not defined),3150,Lighting equipment and electric lamps,3150,2.21127421875E10,M,2.21127421875E10,
2005,United States of America,840,Output,14,14,Output (valuation not defined),3150,Lighting equipment and electric lamps,3150,2.3707E10,M,2.3707E10,
1998,United States of America,840,Output,14,14,Output (valuation not defined),3190,Other electrical equipment n.e.c.,3190,4.203876953125E10,M,4.203876953125E10,
1999,United States of America,840,Output,14,14,Output (valuation not defined),3190,Other electrical equipment n.e.c.,3190,4.5092828125E10,M,4.5092828125E10,
2000,United States of America,840,Output,14,14,Output (valuation not defined),3190,Other electrical equipment n.e.c.,3190,4.72559921875E10,M,4.72559921875E10,
2001,United States of America,840,Output,14,14,Output (valuation not defined),3190,Other electrical equipment n.e.c.,3190,4.40498515625E10,M,4.40498515625E10,
2002,United States of America,840,Output,14,14,Output (valuation not defined),3190,Other electrical equipment n.e.c.,3190,4.3806078125E10,M,4.3806078125E10,
2003,United States of America,840,Output,14,14,Output (valuation not defined),3190,Other electrical equipment n.e.c.,3190,4.212784765625E10,M,4.212784765625E10,
2004,United States of America,840,Output,14,14,Output (valuation not defined),3190,Other electrical equipment n.e.c.,3190,3.5571671875E10,M,3.5571671875E10,
2005,United States of America,840,Output,14,14,Output (valuation not defined),3190,Other electrical equipment n.e.c.,3190,3.6584E10,M,3.6584E10,
1998,United States of America,840,Output,14,14,Output (valuation not defined),3210,"Electronic valves, tubes, etc.",3210,1.2635984375E11,M,1.2635984375E11,
1999,United States of America,840,Output,14,14,Output (valuation not defined),3210,"Electronic valves, tubes, etc.",3210,1.3993846875E11,M,1.3993846875E11,
2000,United States of America,840,Output,14,14,Output (valuation not defined),3210,"Electronic valves, tubes, etc.",3210,1.58850140625E11,M,1.58850140625E11,
2001,United States of America,840,Output,14,14,Output (valuation not defined),3210,"Electronic valves, tubes, etc.",3210,1.177131484375E11,M,1.177131484375E11,
2002,United States of America,840,Output,14,14,Output (valuation not defined),3210,"Electronic valves, tubes, etc.",3210,1.07534109375E11,M,1.07534109375E11,
2003,United States of America,840,Output,14,14,Output (valuation not defined),3210,"Electronic valves, tubes, etc.",3210,1.082599296875E11,M,1.082599296875E11,
2004,United States of America,840,Output,14,14,Output (valuation not defined),3210,"Electronic valves, tubes, etc.",3210,1.117808828125E11,M,1.117808828125E11,
2005,United States of America,840,Output,14,14,Output (valuation not defined),3210,"Electronic valves, tubes, etc.",3210,1.1495E11,M,1.1495E11,
1998,United States of America,840,Output,14,14,Output (valuation not defined),3220,TV/radio transmitters; line comm. apparatus,3220,7.83168515625E10,M,7.83168515625E10,
1999,United States of America,840,Output,14,14,Output (valuation not defined),3220,TV/radio transmitters; line comm. apparatus,3220,8.6061140625E10,M,8.6061140625E10,
2000,United States of America,840,Output,14,14,Output (valuation not defined),3220,TV/radio transmitters; line comm. apparatus,3220,1.13830453125E11,M,1.13830453125E11,
2001,United States of America,840,Output,14,14,Output (valuation not defined),3220,TV/radio transmitters; line comm. apparatus,3220,9.643328125E10,M,9.643328125E10,
2002,United States of America,840,Output,14,14,Output (valuation not defined),3220,TV/radio transmitters; line comm. apparatus,3220,5.939779296875E10,M,5.939779296875E10,
2003,United States of America,840,Output,14,14,Output (valuation not defined),3220,TV/radio transmitters; line comm. apparatus,3220,5.5597859375E10,M,5.5597859375E10,
2004,United States of America,840,Output,14,14,Output (valuation not defined),3220,TV/radio transmitters; line comm. apparatus,3220,5.366282421875E10,M,5.366282421875E10,
2005,United States of America,840,Output,14,14,Output (valuation not defined),3220,TV/radio transmitters; line comm. apparatus,3220,5.4713E10,M,5.4713E10,
1998,United States of America,840,Output,14,14,Output (valuation not defined),3230,TV and radio receivers and associated goods,3230,8.32653808594E9,M,8.32653808594E9,
1999,United States of America,840,Output,14,14,Output (valuation not defined),3230,TV and radio receivers and associated goods,3230,9.0895234375E9,M,9.0895234375E9,
2000,United States of America,840,Output,14,14,Output (valuation not defined),3230,TV and radio receivers and associated goods,3230,9.17848242188E9,M,9.17848242188E9,
2001,United States of America,840,Output,14,14,Output (valuation not defined),3230,TV and radio receivers and associated goods,3230,8.94154199219E9,M,8.94154199219E9,
2002,United States of America,840,Output,14,14,Output (valuation not defined),3230,TV and radio receivers and associated goods,3230,8.82353125E9,M,8.82353125E9,
2003,United States of America,840,Output,14,14,Output (valuation not defined),3230,TV and radio receivers and associated goods,3230,8.64779101563E9,M,8.64779101563E9,
2004,United States of America,840,Output,14,14,Output (valuation not defined),3230,TV and radio receivers and associated goods,3230,1.071842285156E10,M,1.071842285156E10,
2005,United States of America,840,Output,14,14,Output (valuation not defined),3230,TV and radio receivers and associated goods,3230,1.0371E10,M,1.0371E10,
1998,United States of America,840,Output,14,14,Output (valuation not defined),3311,"Medical, surgical and orthopaedic equipment",3311,5.94228671875E10,M,5.94228671875E10,
1999,United States of America,840,Output,14,14,Output (valuation not defined),3311,"Medical, surgical and orthopaedic equipment",3311,6.032909765625E10,M,6.032909765625E10,
2000,United States of America,840,Output,14,14,Output (valuation not defined),3311,"Medical, surgical and orthopaedic equipment",3311,6.430005859375E10,M,6.430005859375E10,
2001,United States of America,840,Output,14,14,Output (valuation not defined),3311,"Medical, surgical and orthopaedic equipment",3311,6.86047890625E10,M,6.86047890625E10,
2002,United States of America,840,Output,14,14,Output (valuation not defined),3311,"Medical, surgical and orthopaedic equipment",3311,7.3467875E10,M,7.3467875E10,
2003,United States of America,840,Output,14,14,Output (valuation not defined),3311,"Medical, surgical and orthopaedic equipment",3311,7.7910703125E10,M,7.7910703125E10,
2004,United States of America,840,Output,14,14,Output (valuation not defined),3311,"Medical, surgical and orthopaedic equipment",3311,8.1324546875E10,M,8.1324546875E10,
2005,United States of America,840,Output,14,14,Output (valuation not defined),3311,"Medical, surgical and orthopaedic equipment",3311,7.2523E10,M,7.2523E10,
1998,United States of America,840,Output,14,14,Output (valuation not defined),3312,"Measuring/testing/navigating appliances,etc.",3312,6.8751421875E10,M,6.8751421875E10,
1999,United States of America,840,Output,14,14,Output (valuation not defined),3312,"Measuring/testing/navigating appliances,etc.",3312,6.76235234375E10,M,6.76235234375E10,
2000,United States of America,840,Output,14,14,Output (valuation not defined),3312,"Measuring/testing/navigating appliances,etc.",3312,7.35549140625E10,M,7.35549140625E10,
2001,United States of America,840,Output,14,14,Output (valuation not defined),3312,"Measuring/testing/navigating appliances,etc.",3312,7.35794921875E10,M,7.35794921875E10,
2002,United States of America,840,Output,14,14,Output (valuation not defined),3312,"Measuring/testing/navigating appliances,etc.",3312,7.01049921875E10,M,7.01049921875E10,
2003,United States of America,840,Output,14,14,Output (valuation not defined),3312,"Measuring/testing/navigating appliances,etc.",3312,7.17843046875E10,M,7.17843046875E10,
2004,United States of America,840,Output,14,14,Output (valuation not defined),3312,"Measuring/testing/navigating appliances,etc.",3312,7.78682265625E10,M,7.78682265625E10,
2005,United States of America,840,Output,14,14,Output (valuation not defined),3312,"Measuring/testing/navigating appliances,etc.",3312,9.7304E10,M,9.7304E10,
1998,United States of America,840,Output,14,14,Output (valuation not defined),3313,Industrial process control equipment,3313,7.62124316406E9,M,7.62124316406E9,
1999,United States of America,840,Output,14,14,Output (valuation not defined),3313,Industrial process control equipment,3313,7.83165722656E9,M,7.83165722656E9,
2000,United States of America,840,Output,14,14,Output (valuation not defined),3313,Industrial process control equipment,3313,7.71554394531E9,M,7.71554394531E9,
2001,United States of America,840,Output,14,14,Output (valuation not defined),3313,Industrial process control equipment,3313,7.37660400391E9,M,7.37660400391E9,
2002,United States of America,840,Output,14,14,Output (valuation not defined),3313,Industrial process control equipment,3313,7.16587597656E9,M,7.16587597656E9,
2003,United States of America,840,Output,14,14,Output (valuation not defined),3313,Industrial process control equipment,3313,6.49327001953E9,M,6.49327001953E9,
2004,United States of America,840,Output,14,14,Output (valuation not defined),3313,Industrial process control equipment,3313,7.11036914063E9,M,7.11036914063E9,
2005,United States of America,840,Output,14,14,Output (valuation not defined),3313,Industrial process control equipment,3313,7.746E9,M,7.746E9,
1998,United States of America,840,Output,14,14,Output (valuation not defined),3320,Optical instruments & photographic equipment,3320,1.554459667969E10,M,1.554459667969E10,
1999,United States of America,840,Output,14,14,Output (valuation not defined),3320,Optical instruments & photographic equipment,3320,1.536066308594E10,M,1.536066308594E10,
2000,United States of America,840,Output,14,14,Output (valuation not defined),3320,Optical instruments & photographic equipment,3320,1.324612304688E10,M,1.324612304688E10,
2001,United States of America,840,Output,14,14,Output (valuation not defined),3320,Optical instruments & photographic equipment,3320,1.081444433594E10,M,1.081444433594E10,
2002,United States of America,840,Output,14,14,Output (valuation not defined),3320,Optical instruments & photographic equipment,3320,9.73507714844E9,M,9.73507714844E9,
2003,United States of America,840,Output,14,14,Output (valuation not defined),3320,Optical instruments & photographic equipment,3320,1.014323925781E10,M,1.014323925781E10,
2004,United States of America,840,Output,14,14,Output (valuation not defined),3320,Optical instruments & photographic equipment,3320,1.000018847656E10,M,1.000018847656E10,
2005,United States of America,840,Output,14,14,Output (valuation not defined),3320,Optical instruments & photographic equipment,3320,1.0661E10,M,1.0661E10,
1998,United States of America,840,Output,14,14,Output (valuation not defined),3330,Watches and clocks,3330,1.02077801514E9,M,1.02077801514E9,
1999,United States of America,840,Output,14,14,Output (valuation not defined),3330,Watches and clocks,3330,1.10316296387E9,M,1.10316296387E9,
2000,United States of America,840,Output,14,14,Output (valuation not defined),3330,Watches and clocks,3330,1.15065002441E9,M,1.15065002441E9,
2001,United States of America,840,Output,14,14,Output (valuation not defined),3330,Watches and clocks,3330,1.01815100098E9,M,1.01815100098E9,
2002,United States of America,840,Output,14,14,Output (valuation not defined),3330,Watches and clocks,3330,6.9967999268E8,M,6.9967999268E8,
2003,United States of America,840,Output,14,14,Output (valuation not defined),3330,Watches and clocks,3330,6.0115301514E8,M,6.0115301514E8,
2005,United States of America,840,Output,14,14,Output (valuation not defined),3330,Watches and clocks,3330,6.41E8,M,6.41E8,
1998,United States of America,840,Output,14,14,Output (valuation not defined),3410,Motor vehicles,3410,2.7500434375E11,M,2.7500434375E11,
1999,United States of America,840,Output,14,14,Output (valuation not defined),3410,Motor vehicles,3410,3.1599353125E11,M,3.1599353125E11,
2000,United States of America,840,Output,14,14,Output (valuation not defined),3410,Motor vehicles,3410,2.8960784375E11,M,2.8960784375E11,
2001,United States of America,840,Output,14,14,Output (valuation not defined),3410,Motor vehicles,3410,2.632300625E11,M,2.632300625E11,
2002,United States of America,840,Output,14,14,Output (valuation not defined),3410,Motor vehicles,3410,2.94974125E11,M,2.94974125E11,
2003,United States of America,840,Output,14,14,Output (valuation not defined),3410,Motor vehicles,3410,3.1392953125E11,M,3.1392953125E11,
2004,United States of America,840,Output,14,14,Output (valuation not defined),3410,Motor vehicles,3410,3.210359375E11,M,3.210359375E11,
2005,United States of America,840,Output,14,14,Output (valuation not defined),3410,Motor vehicles,3410,3.20457E11,M,3.20457E11,
1998,United States of America,840,Output,14,14,Output (valuation not defined),3420,"Automobile bodies, trailers & semi-trailers",3420,2.266512304688E10,M,2.266512304688E10,
1999,United States of America,840,Output,14,14,Output (valuation not defined),3420,"Automobile bodies, trailers & semi-trailers",3420,2.389968164063E10,M,2.389968164063E10,
2000,United States of America,840,Output,14,14,Output (valuation not defined),3420,"Automobile bodies, trailers & semi-trailers",3420,2.114740625E10,M,2.114740625E10,
2001,United States of America,840,Output,14,14,Output (valuation not defined),3420,"Automobile bodies, trailers & semi-trailers",3420,1.754149804688E10,M,1.754149804688E10,
2002,United States of America,840,Output,14,14,Output (valuation not defined),3420,"Automobile bodies, trailers & semi-trailers",3420,1.731303320313E10,M,1.731303320313E10,
2003,United States of America,840,Output,14,14,Output (valuation not defined),3420,"Automobile bodies, trailers & semi-trailers",3420,1.7039015625E10,M,1.7039015625E10,
2004,United States of America,840,Output,14,14,Output (valuation not defined),3420,"Automobile bodies, trailers & semi-trailers",3420,1.409868359375E10,M,1.409868359375E10,
2005,United States of America,840,Output,14,14,Output (valuation not defined),3420,"Automobile bodies, trailers & semi-trailers",3420,1.6477E10,M,1.6477E10,
1998,United States of America,840,Output,14,14,Output (valuation not defined),3430,Parts/accessories for automobiles,3430,1.172493984375E11,M,1.172493984375E11,
1999,United States of America,840,Output,14,14,Output (valuation not defined),3430,Parts/accessories for automobiles,3430,1.279508125E11,M,1.279508125E11,
2000,United States of America,840,Output,14,14,Output (valuation not defined),3430,Parts/accessories for automobiles,3430,1.293745703125E11,M,1.293745703125E11,
2001,United States of America,840,Output,14,14,Output (valuation not defined),3430,Parts/accessories for automobiles,3430,1.17797453125E11,M,1.17797453125E11,
2002,United States of America,840,Output,14,14,Output (valuation not defined),3430,Parts/accessories for automobiles,3430,1.214694765625E11,M,1.214694765625E11,
2003,United States of America,840,Output,14,14,Output (valuation not defined),3430,Parts/accessories for automobiles,3430,1.1995496875E11,M,1.1995496875E11,
2004,United States of America,840,Output,14,14,Output (valuation not defined),3430,Parts/accessories for automobiles,3430,1.229458828125E11,M,1.229458828125E11,
2005,United States of America,840,Output,14,14,Output (valuation not defined),3430,Parts/accessories for automobiles,3430,1.24249E11,M,1.24249E11,
1998,United States of America,840,Output,14,14,Output (valuation not defined),3511,Building and repairing of ships,3511,1.114324609375E10,M,1.114324609375E10,
1999,United States of America,840,Output,14,14,Output (valuation not defined),3511,Building and repairing of ships,3511,1.099998242188E10,M,1.099998242188E10,
2000,United States of America,840,Output,14,14,Output (valuation not defined),3511,Building and repairing of ships,3511,1.138011230469E10,M,1.138011230469E10,
2001,United States of America,840,Output,14,14,Output (valuation not defined),3511,Building and repairing of ships,3511,1.180283203125E10,M,1.180283203125E10,
2002,United States of America,840,Output,14,14,Output (valuation not defined),3511,Building and repairing of ships,3511,1.281457421875E10,M,1.281457421875E10,
2003,United States of America,840,Output,14,14,Output (valuation not defined),3511,Building and repairing of ships,3511,1.340857421875E10,M,1.340857421875E10,
2004,United States of America,840,Output,14,14,Output (valuation not defined),3511,Building and repairing of ships,3511,1.370595800781E10,M,1.370595800781E10,
2005,United States of America,840,Output,14,14,Output (valuation not defined),3511,Building and repairing of ships,3511,1.415E10,M,1.415E10,
1998,United States of America,840,Output,14,14,Output (valuation not defined),3512,Building/repairing of pleasure/sport. boats,3512,5.93859814453E9,M,5.93859814453E9,
1999,United States of America,840,Output,14,14,Output (valuation not defined),3512,Building/repairing of pleasure/sport. boats,3512,7.46300390625E9,M,7.46300390625E9,
2000,United States of America,840,Output,14,14,Output (valuation not defined),3512,Building/repairing of pleasure/sport. boats,3512,8.28287109375E9,M,8.28287109375E9,
2001,United States of America,840,Output,14,14,Output (valuation not defined),3512,Building/repairing of pleasure/sport. boats,3512,7.23926806641E9,M,7.23926806641E9,
2002,United States of America,840,Output,14,14,Output (valuation not defined),3512,Building/repairing of pleasure/sport. boats,3512,8.43230078125E9,M,8.43230078125E9,
2003,United States of America,840,Output,14,14,Output (valuation not defined),3512,Building/repairing of pleasure/sport. boats,3512,8.66432421875E9,M,8.66432421875E9,
2004,United States of America,840,Output,14,14,Output (valuation not defined),3512,Building/repairing of pleasure/sport. boats,3512,1.001187890625E10,M,1.001187890625E10,
2005,United States of America,840,Output,14,14,Output (valuation not defined),3512,Building/repairing of pleasure/sport. boats,3512,1.1367E10,M,1.1367E10,
1998,United States of America,840,Output,14,14,Output (valuation not defined),3520,Railway/tramway locomotives & rolling stock,3520,9.25680957031E9,M,9.25680957031E9,
1999,United States of America,840,Output,14,14,Output (valuation not defined),3520,Railway/tramway locomotives & rolling stock,3520,9.65819238281E9,M,9.65819238281E9,
2000,United States of America,840,Output,14,14,Output (valuation not defined),3520,Railway/tramway locomotives & rolling stock,3520,9.72242382813E9,M,9.72242382813E9,
2001,United States of America,840,Output,14,14,Output (valuation not defined),3520,Railway/tramway locomotives & rolling stock,3520,8.60376367188E9,M,8.60376367188E9,
2002,United States of America,840,Output,14,14,Output (valuation not defined),3520,Railway/tramway locomotives & rolling stock,3520,7.79756689453E9,M,7.79756689453E9,
2003,United States of America,840,Output,14,14,Output (valuation not defined),3520,Railway/tramway locomotives & rolling stock,3520,7.51399023438E9,M,7.51399023438E9,
2004,United States of America,840,Output,14,14,Output (valuation not defined),3520,Railway/tramway locomotives & rolling stock,3520,7.56612890625E9,M,7.56612890625E9,
2005,United States of America,840,Output,14,14,Output (valuation not defined),3520,Railway/tramway locomotives & rolling stock,3520,9.205E9,M,9.205E9,
1998,United States of America,840,Output,14,14,Output (valuation not defined),3530,Aircraft and spacecraft,3530,1.3740371875E11,M,1.3740371875E11,
1999,United States of America,840,Output,14,14,Output (valuation not defined),3530,Aircraft and spacecraft,3530,1.396624375E11,M,1.396624375E11,
2000,United States of America,840,Output,14,14,Output (valuation not defined),3530,Aircraft and spacecraft,3530,1.275881328125E11,M,1.275881328125E11,
2001,United States of America,840,Output,14,14,Output (valuation not defined),3530,Aircraft and spacecraft,3530,1.3486715625E11,M,1.3486715625E11,
2002,United States of America,840,Output,14,14,Output (valuation not defined),3530,Aircraft and spacecraft,3530,1.242265E11,M,1.242265E11,
2003,United States of America,840,Output,14,14,Output (valuation not defined),3530,Aircraft and spacecraft,3530,1.24071078125E11,M,1.24071078125E11,
2004,United States of America,840,Output,14,14,Output (valuation not defined),3530,Aircraft and spacecraft,3530,1.26129078125E11,M,1.26129078125E11,
2005,United States of America,840,Output,14,14,Output (valuation not defined),3530,Aircraft and spacecraft,3530,1.37105E11,M,1.37105E11,
1998,United States of America,840,Output,14,14,Output (valuation not defined),3591,Motorcycles,3591,3.34382202148E9,M,3.34382202148E9,
1999,United States of America,840,Output,14,14,Output (valuation not defined),3591,Motorcycles,3591,3.06614111328E9,M,3.06614111328E9,
2000,United States of America,840,Output,14,14,Output (valuation not defined),3591,Motorcycles,3591,3.32094506836E9,M,3.32094506836E9,
2001,United States of America,840,Output,14,14,Output (valuation not defined),3591,Motorcycles,3591,3.65699389648E9,M,3.65699389648E9,
2002,United States of America,840,Output,14,14,Output (valuation not defined),3591,Motorcycles,3591,4.68867919922E9,M,4.68867919922E9,
2003,United States of America,840,Output,14,14,Output (valuation not defined),3591,Motorcycles,3591,5.10720605469E9,M,5.10720605469E9,
2004,United States of America,840,Output,14,14,Output (valuation not defined),3591,Motorcycles,3591,5.14434619141E9,M,5.14434619141E9,
2005,United States of America,840,Output,14,14,Output (valuation not defined),3591,Motorcycles,3591,5.058E9,M,5.058E9,
1998,United States of America,840,Output,14,14,Output (valuation not defined),3610,Furniture,3610,7.9220140625E10,M,7.9220140625E10,
1999,United States of America,840,Output,14,14,Output (valuation not defined),3610,Furniture,3610,8.403978125E10,M,8.403978125E10,
2000,United States of America,840,Output,14,14,Output (valuation not defined),3610,Furniture,3610,8.804625E10,M,8.804625E10,
2001,United States of America,840,Output,14,14,Output (valuation not defined),3610,Furniture,3610,8.4139375E10,M,8.4139375E10,
2002,United States of America,840,Output,14,14,Output (valuation not defined),3610,Furniture,3610,9.02995078125E10,M,9.02995078125E10,
